run_id,onboarding_ms,discovery_ms,security_context_ms,token_acquisition_ms,protected_invocation_ms,total_ms,success,error_message,timestamp,invoker_id,service_api_id,token_metadata
1,823.4458219958469,16.022010901360773,6.866576100583188,166.99046400026418,8.934482000768185,1022.2593549988233,True,,2026-06-05T17:19:42.955743,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
2,882.5522309925873,19.930380395089742,8.541591597895604,164.36818899819627,9.745755000039935,1085.1381469838088,True,,2026-06-05T17:19:46.006748,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
3,863.7966209935257,16.357246499683242,7.010248499864247,199.3164799932856,9.423709998372942,1095.9043059847318,True,,2026-06-05T17:19:49.119214,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
4,920.3069020004477,20.419184103957377,8.751078901696019,245.90650699974503,9.014193012262695,1204.3978650181089,True,,2026-06-05T17:19:52.238407,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
5,889.2109739972511,16.92266030149767,7.252568700641859,168.27732299861964,10.02923000487499,1091.6927560028853,True,,2026-06-05T17:19:55.478003,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
6,779.1557520104107,15.288083294581154,6.552035697677638,179.2853820079472,9.277486999053508,989.5587400096701,True,,2026-06-05T17:19:58.593616,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
7,740.5135400040308,19.989650799834635,8.56699319992913,206.15256400196813,8.839749003527686,984.0624970092904,True,,2026-06-05T17:20:01.610991,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
8,722.4749550077831,18.44446519680787,7.904770798631944,230.787591994158,9.493730001850054,989.105512999231,True,,2026-06-05T17:20:04.625050,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
9,928.5104500013404,15.582312199694568,6.6781337998691015,152.70833199610934,9.959728005924262,1113.4389560029376,True,,2026-06-05T17:20:07.644178,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
10,683.9865219953936,15.234622903517446,6.5291241015074775,184.55910000193398,9.364287994685583,899.673656997038,True,,2026-06-05T17:20:10.784989,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
11,845.7234350062208,19.80927199620055,8.489687998371664,221.3976119965082,10.141282007680275,1105.5612890049815,True,,2026-06-05T17:20:13.713603,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
12,858.1057489936939,17.594460805412382,7.540483202319592,170.09722600050736,10.260973998811096,1063.5988930007443,True,,2026-06-05T17:20:16.846583,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
13,820.5556189932395,21.32525850465754,9.139396501996089,237.240150992875,10.861083006602712,1099.1215079993708,True,,2026-06-05T17:20:19.937984,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
14,703.4945449995575,23.921594898274634,10.252112099260557,156.32802300387993,9.981488998164423,903.9777639991371,True,,2026-06-05T17:20:23.067763,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
15,829.5490540040191,18.16814999037888,7.786349995876662,193.93385999137536,9.343359008198604,1058.7807729898486,True,,2026-06-05T17:20:25.997235,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
16,767.6428950071568,16.071935593208764,6.88797239708947,168.40798601333518,10.643940011505038,969.6547290222952,True,,2026-06-05T17:20:29.082826,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
17,1058.0015500017907,18.337964407692198,7.859127603296656,217.27457299130037,13.343334998353384,1314.8165500024334,True,,2026-06-05T17:20:32.075470,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
18,980.9851850004634,18.81743780541001,8.064616202318575,177.61699500260875,10.013709994382225,1195.497944005183,True,,2026-06-05T17:20:35.421114,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
19,961.9832520111231,15.618929894117171,6.693827097478788,172.5284269923577,9.025042993016541,1165.8494789880933,True,,2026-06-05T17:20:38.641141,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
20,768.8671769865323,16.68162509886315,7.149267899512779,146.87806299480144,11.279621001449414,950.8557539811591,True,,2026-06-05T17:20:41.835795,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
21,789.9849050008925,17.38764999608975,7.451849998324178,198.76782300707418,10.129921007319354,1023.7221490096999,True,,2026-06-05T17:20:44.809853,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
22,791.1504050134681,17.073260397592094,7.31711159896804,219.87964799336623,10.833382999408059,1046.2538080028025,True,,2026-06-05T17:20:47.859310,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
23,790.6926669966197,15.706529296585357,6.731369698536582,170.9281219955301,10.278583999024704,994.3372719862964,True,,2026-06-05T17:20:50.934089,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
24,875.7411949918605,17.28194160241401,7.406546401034575,171.31336900638416,10.172060996410437,1081.9151129981037,True,,2026-06-05T17:20:53.958117,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
25,747.7170509955613,18.121661599434447,7.76642639975762,179.60716600646265,9.908627995173447,963.1209329963895,True,,2026-06-05T17:20:57.067822,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
26,882.2843770030886,17.025673695025034,7.296717297867872,209.85480699164327,8.491263011819683,1124.9528379994445,True,,2026-06-05T17:21:00.059157,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
