run_id,onboarding_ms,discovery_ms,security_context_ms,token_acquisition_ms,protected_invocation_ms,total_ms,success,error_message,timestamp,invoker_id,service_api_id,token_metadata
11,761.3588259991957,22.55011640227167,9.664335600973573,204.18047600833233,11.402852003811859,1009.1566060145851,True,,2026-06-05T14:18:03.021051,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
12,752.4797879887046,18.028668702754658,7.726572301180568,199.00995399802923,10.520308002014644,987.7652909926837,True,,2026-06-05T14:18:06.063749,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
13,817.9315209999913,17.038865902577527,7.302371101104654,163.622263004072,15.918863995466381,1021.8138850032119,True,,2026-06-05T14:18:09.078253,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
14,1082.8854389983462,19.660610900609754,8.425976100261323,154.85436299059074,11.15135800500866,1276.9777469948167,True,,2026-06-05T14:18:12.126973,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
15,854.6791609987849,19.00814510008786,8.146347900037654,159.41434699925594,11.012774994014762,1052.2607759921812,True,,2026-06-05T14:18:15.430992,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
16,896.5224889980163,16.222141600155737,6.9523464000667445,163.41933100193273,11.034005001420155,1094.1503130015917,True,,2026-06-05T14:18:18.511838,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
17,872.1355539892102,16.898276493884623,7.242118497379124,165.32013399410062,11.461212998256087,1073.0572959728306,True,,2026-06-05T14:18:21.631781,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
18,913.6481070017908,15.144475499982944,6.490489499992691,170.8664600009797,13.910189998568967,1120.059722001315,True,,2026-06-05T14:18:24.730711,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
19,853.0475029983791,16.663387301377952,7.141451700590551,195.81857998855412,11.765478004235774,1084.4363999931375,True,,2026-06-05T14:18:27.877198,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
20,756.6833330056397,18.318661893135868,7.850855097058229,160.174451986677,12.663332003285177,955.690633985796,True,,2026-06-05T14:18:30.986816,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
21,824.3247030040948,14.75742519542109,6.324610798037611,153.63849700952414,11.701907002134249,1010.7471430092119,True,,2026-06-05T14:18:33.965642,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
22,694.265512007405,15.674719901289789,6.7177371005527675,154.37900900724344,11.514814003021456,882.5517920195125,True,,2026-06-05T14:18:36.998484,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
23,757.8078859951347,15.518134107696822,6.650628903298639,154.67553699272685,11.3135799911106,945.9657659899676,True,,2026-06-05T14:18:39.904045,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
24,721.0768640070455,24.160940299043432,10.354688699590042,164.2294469929766,10.89163300639484,930.7135730050504,True,,2026-06-05T14:18:42.873563,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
25,907.5781700084917,20.308969100005925,8.70384390000254,218.91222000704147,11.20539999101311,1166.7086030065548,True,,2026-06-05T14:18:45.835221,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
26,846.908045001328,17.565639002714306,7.528131001163274,150.37984699301887,11.221109991311096,1033.6027719895355,True,,2026-06-05T14:18:49.033960,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
27,947.3065679922001,17.510792597022373,7.504625398723874,246.3471889932407,18.296251000720076,1236.9654259819072,True,,2026-06-05T14:18:52.093902,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
28,959.2248230037512,18.247674201847985,7.820431800791994,216.06223499111366,11.055975992348976,1212.4111399898538,True,,2026-06-05T14:18:55.357775,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
29,744.3045029940549,16.163713300193194,6.927305700082798,187.82492000900675,16.140566993271932,971.3610089966096,True,,2026-06-05T14:18:58.597965,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
30,955.9918549930444,18.297297194658313,7.8416987977107055,322.83239299431443,11.209809992578812,1316.1730539723067,True,,2026-06-05T14:19:01.595411,,,"{'length': 899, 'prefix': 'eyJhbGciOiJSUzI1NiIs...'}"
