run_id,direct_invocation_ms,success,error_message,timestamp,http_status_code
1,5.132616002811119,True,,2026-06-05T17:21:53.354085,401
2,4.001606997917406,True,,2026-06-05T17:21:53.859777,401
3,4.494605993386358,True,,2026-06-05T17:21:54.364568,401
4,3.549479995854199,True,,2026-06-05T17:21:54.869849,401
5,3.4677789954002947,True,,2026-06-05T17:21:55.374177,401
6,3.461669009993784,True,,2026-06-05T17:21:55.878419,401
7,3.2942150137387216,True,,2026-06-05T17:21:56.382678,401
8,3.6240320041542873,True,,2026-06-05T17:21:56.886774,401
9,3.3600960014155135,True,,2026-06-05T17:21:57.391192,401
10,3.7099839973961934,True,,2026-06-05T17:21:57.895366,401
11,3.712781996000558,True,,2026-06-05T17:21:58.399857,401
12,3.550760986399837,True,,2026-06-05T17:21:58.904398,401
13,3.854045004118234,True,,2026-06-05T17:21:59.408786,401
14,3.547419997630641,True,,2026-06-05T17:21:59.913449,401
15,5.028204992413521,True,,2026-06-05T17:22:00.417774,401
16,3.70019199908711,True,,2026-06-05T17:22:00.923589,401
17,3.716613005963154,True,,2026-06-05T17:22:01.428110,401
18,3.680212001199834,True,,2026-06-05T17:22:01.932642,401
19,3.511438990244642,True,,2026-06-05T17:22:02.437139,401
20,3.4304779983358458,True,,2026-06-05T17:22:02.941412,401
21,3.385857999091968,True,,2026-06-05T17:22:03.445625,401
22,3.274695001891814,True,,2026-06-05T17:22:03.949860,401
23,3.633791988249868,True,,2026-06-05T17:22:04.453913,401
24,3.5316489957040176,True,,2026-06-05T17:22:04.958366,401
25,3.8438850024249405,True,,2026-06-05T17:22:05.462702,401
26,3.7145120004424825,True,,2026-06-05T17:22:05.967354,401
27,3.804904001299292,True,,2026-06-05T17:22:06.471850,401
28,3.4738690010271966,True,,2026-06-05T17:22:06.976452,401
29,4.041068008518778,True,,2026-06-05T17:22:07.480758,401
30,3.6605619970941916,True,,2026-06-05T17:22:07.985610,401
